,starting point,step_length,location of the found local minimum,value of the found local minimum,number of steps
0,2.45,0.05,-3.14,-25.13,1002
1,2.45,0.1,-3.14,-25.13,499
2,2.45,0.15,-3.14,-25.13,330
3,2.45,0.2,-11.13,-81.08,14
4,2.45,0.25,-3.14,-25.13,196
5,2.45,0.3,-10.9,-79.22,5
6,2.45,0.35,-11.03,-80.23,4
7,2.45,0.4,-12.11,-93.31,4
8,2.45,0.45,-10.81,-78.62,5
9,2.45,0.5,-5.58,-39.47,23
10,2.45,0.55,-9.42,-75.4,90
11,2.45,0.6,-11.43,-84.22,4
12,2.45,0.65,-5.52,-38.61,2
13,2.45,0.7,-6.61,-55.48,2
14,2.45,0.75,-7.75,-70.0,2
15,2.45,0.8,-10.58,-77.31,5
16,2.45,0.85,-11.88,-89.9,3
17,2.45,0.9,-11.39,-83.72,2
18,2.45,0.95,0.71,10.94,1
19,2.45,1.0,0.62,9.63,1
20,2.45,1.05,0.53,8.28,1
21,2.45,1.1,0.44,6.9,1
22,2.45,1.15,0.35,5.5,1
23,2.45,1.2,0.26,4.06,1
24,2.45,1.25,0.16,2.62,1
25,2.45,1.3,0.07,1.16,1
26,2.45,1.35,-0.02,-0.31,1
27,2.45,1.4,-0.11,-1.77,1
28,2.45,1.45,-0.2,-3.22,1
29,2.45,1.5,-0.29,-4.66,1
30,2.45,1.55,-0.39,-6.09,1
31,2.45,1.6,-0.48,-7.48,1
32,2.45,1.65,-0.57,-8.85,1
33,2.45,1.7,-0.66,-10.18,1
34,2.45,1.75,-0.75,-11.47,1
35,2.45,1.8,-0.84,-12.71,1
36,2.45,1.85,-0.93,-13.91,1
37,2.45,1.9,-1.03,-15.05,1
38,2.45,1.95,-1.12,-16.13,1
