,starting point,step_length,location of the found local minimum,value of the found local minimum,number of steps
0,-8.22,0.05,-9.42,-75.4,991
1,-8.22,0.1,-9.42,-75.4,493
2,-8.22,0.15,-9.42,-75.4,326
3,-8.22,0.2,-9.42,-75.4,241
4,-8.22,0.25,-12.03,-92.1,17
5,-8.22,0.3,-12.45,-98.65,5
6,-8.22,0.35,-11.89,-90.08,3
7,-8.22,0.4,-11.33,-83.09,2
8,-8.22,0.45,-12.47,-99.05,2
9,-8.22,0.5,-10.78,-78.4,1
10,-8.22,0.55,-11.03,-80.25,1
11,-8.22,0.6,-11.29,-82.62,1
12,-8.22,0.65,-11.54,-85.49,1
13,-8.22,0.7,-11.8,-88.79,1
14,-8.22,0.75,-12.05,-92.46,1
15,-8.22,0.8,-12.31,-96.39,1
16,-8.22,0.85,-12.56,-100.45,1
17,-8.22,0.9,-8.22,-73.25,0
18,-8.22,0.95,-8.22,-73.25,0
19,-8.22,1.0,-8.22,-73.25,0
20,-8.22,1.05,-8.22,-73.25,0
21,-8.22,1.1,-8.22,-73.25,0
22,-8.22,1.15,-8.22,-73.25,0
23,-8.22,1.2,-8.22,-73.25,0
24,-8.22,1.25,-8.22,-73.25,0
25,-8.22,1.3,-8.22,-73.25,0
26,-8.22,1.35,-8.22,-73.25,0
27,-8.22,1.4,-8.22,-73.25,0
28,-8.22,1.45,-8.22,-73.25,0
29,-8.22,1.5,-8.22,-73.25,0
30,-8.22,1.55,-8.22,-73.25,0
31,-8.22,1.6,-8.22,-73.25,0
32,-8.22,1.65,-8.22,-73.25,0
33,-8.22,1.7,-8.22,-73.25,0
34,-8.22,1.75,-8.22,-73.25,0
35,-8.22,1.8,-8.22,-73.25,0
36,-8.22,1.85,-8.22,-73.25,0
37,-8.22,1.9,-8.22,-73.25,0
38,-8.22,1.95,-8.22,-73.25,0
