,starting point,step_length,location of the found local minimum,value of the found local minimum,number of steps
0,-0.4,0.05,-3.14,-25.13,994
1,-0.4,0.1,-3.14,-25.13,494
2,-0.4,0.15,-3.14,-25.13,326
3,-0.4,0.2,-9.42,-75.4,249
4,-0.4,0.25,-9.42,-75.4,193
5,-0.4,0.3,-10.78,-78.4,5
6,-0.4,0.35,-11.03,-80.26,2
7,-0.4,0.4,-6.55,-54.49,1
8,-0.4,0.45,-7.32,-65.42,1
9,-0.4,0.5,-11.16,-81.42,2
10,-0.4,0.55,-10.53,-77.11,7
11,-0.4,0.6,-10.53,-77.1,4
12,-0.4,0.65,-10.39,-76.56,1
13,-0.4,0.7,-11.16,-81.42,1
14,-0.4,0.75,-11.93,-90.72,1
15,-0.4,0.8,-0.4,-6.24,0
16,-0.4,0.85,-0.4,-6.24,0
17,-0.4,0.9,-0.4,-6.24,0
18,-0.4,0.95,-0.4,-6.24,0
19,-0.4,1.0,-0.4,-6.24,0
20,-0.4,1.05,-0.4,-6.24,0
21,-0.4,1.1,-0.4,-6.24,0
22,-0.4,1.15,-0.4,-6.24,0
23,-0.4,1.2,-0.4,-6.24,0
24,-0.4,1.25,-0.4,-6.24,0
25,-0.4,1.3,-0.4,-6.24,0
26,-0.4,1.35,-0.4,-6.24,0
27,-0.4,1.4,-0.4,-6.24,0
28,-0.4,1.45,-0.4,-6.24,0
29,-0.4,1.5,-0.4,-6.24,0
30,-0.4,1.55,-0.4,-6.24,0
31,-0.4,1.6,-0.4,-6.24,0
32,-0.4,1.65,-0.4,-6.24,0
33,-0.4,1.7,-0.4,-6.24,0
34,-0.4,1.75,-0.4,-6.24,0
35,-0.4,1.8,-0.4,-6.24,0
36,-0.4,1.85,-0.4,-6.24,0
37,-0.4,1.9,-0.4,-6.24,0
38,-0.4,1.95,-0.4,-6.24,0
