,starting point,step_length,location of the found local minimum,value of the found local minimum,number of steps
0,-0.66,0.1,-2.09268,-23.67649,1
1,-0.66,0.1,-2.96502,-25.12541,11
2,-0.66,0.1,-3.04044,-25.13136,21
3,-0.66,0.1,-3.0703,-25.13226,31
4,-0.66,0.1,-3.08643,-25.13252,41
5,-0.66,0.1,-3.09657,-25.13262,51
6,-0.66,0.1,-3.10354,-25.13267,61
7,-0.66,0.1,-3.10863,-25.13269,71
8,-0.66,0.1,-3.11251,-25.13271,81
9,-0.66,0.1,-3.11557,-25.13272,91
10,-0.66,0.1,-3.11805,-25.13272,101
11,-0.66,0.1,-3.12009,-25.13273,111
12,-0.66,0.1,-3.12181,-25.13273,121
13,-0.66,0.1,-3.12327,-25.13273,131
14,-0.66,0.1,-3.12453,-25.13273,141
15,-0.66,0.1,-3.12562,-25.13274,151
16,-0.66,0.1,-3.12659,-25.13274,161
17,-0.66,0.1,-3.12744,-25.13274,171
18,-0.66,0.1,-3.1282,-25.13274,181
19,-0.66,0.1,-3.12889,-25.13274,191
