,starting point,step_length,location of the found local minimum,value of the found local minimum,number of steps
0,-8.22,0.3,-12.45,-98.65,5
1,-8.22,0.3,-12.45,-98.65,10
2,-8.22,0.3,-12.45,-98.65,15
3,-8.22,0.3,-12.45,-98.65,20
4,-8.22,0.3,-12.45,-98.65,25
5,-8.22,0.3,-12.45,-98.65,30
6,-8.22,0.3,-12.45,-98.65,35
7,-8.22,0.3,-12.45,-98.65,40
8,-8.22,0.3,-12.45,-98.65,45
9,-8.22,0.3,-12.45,-98.65,50
10,-8.22,0.3,-12.45,-98.65,55
11,-8.22,0.3,-12.45,-98.65,60
12,-8.22,0.3,-12.45,-98.65,65
13,-8.22,0.3,-12.45,-98.65,70
14,-8.22,0.3,-12.45,-98.65,75
15,-8.22,0.3,-12.45,-98.65,80
16,-8.22,0.3,-12.45,-98.65,85
17,-8.22,0.3,-12.45,-98.65,90
18,-8.22,0.3,-12.45,-98.65,95
19,-8.22,0.3,-12.45,-98.65,100
20,-8.22,0.3,-12.45,-98.65,105
21,-8.22,0.3,-12.45,-98.65,110
22,-8.22,0.3,-12.45,-98.65,115
23,-8.22,0.3,-12.45,-98.65,120
24,-8.22,0.3,-12.45,-98.65,125
25,-8.22,0.3,-12.45,-98.65,130
26,-8.22,0.3,-12.45,-98.65,135
27,-8.22,0.3,-12.45,-98.65,140
28,-8.22,0.3,-12.45,-98.65,145
29,-8.22,0.3,-12.45,-98.65,150
30,-8.22,0.3,-12.45,-98.65,155
31,-8.22,0.3,-12.45,-98.65,160
32,-8.22,0.3,-12.45,-98.65,165
33,-8.22,0.3,-12.45,-98.65,170
34,-8.22,0.3,-12.45,-98.65,175
35,-8.22,0.3,-12.45,-98.65,180
36,-8.22,0.3,-12.45,-98.65,185
37,-8.22,0.3,-12.45,-98.65,190
38,-8.22,0.3,-12.45,-98.65,195
