,starting point,step_length,location of the found local minimum,value of the found local minimum,number of steps
0,-9.98,0.3,-11.28,-82.58,5
1,-9.98,0.3,-11.28,-82.58,10
2,-9.98,0.3,-11.28,-82.58,15
3,-9.98,0.3,-11.28,-82.58,20
4,-9.98,0.3,-11.28,-82.58,25
5,-9.98,0.3,-11.28,-82.58,30
6,-9.98,0.3,-11.28,-82.58,35
7,-9.98,0.3,-11.28,-82.58,40
8,-9.98,0.3,-11.28,-82.58,45
9,-9.98,0.3,-11.28,-82.58,50
10,-9.98,0.3,-11.28,-82.58,55
11,-9.98,0.3,-11.28,-82.58,60
12,-9.98,0.3,-11.28,-82.58,65
13,-9.98,0.3,-11.28,-82.58,70
14,-9.98,0.3,-11.28,-82.58,75
15,-9.98,0.3,-11.28,-82.58,80
16,-9.98,0.3,-11.28,-82.58,85
17,-9.98,0.3,-11.28,-82.58,90
18,-9.98,0.3,-11.28,-82.58,95
19,-9.98,0.3,-11.28,-82.58,100
20,-9.98,0.3,-11.28,-82.58,105
21,-9.98,0.3,-11.28,-82.58,110
22,-9.98,0.3,-11.28,-82.58,115
23,-9.98,0.3,-11.28,-82.58,120
24,-9.98,0.3,-11.28,-82.58,125
25,-9.98,0.3,-11.28,-82.58,130
26,-9.98,0.3,-11.28,-82.58,135
27,-9.98,0.3,-11.28,-82.58,140
28,-9.98,0.3,-11.28,-82.58,145
29,-9.98,0.3,-11.28,-82.58,150
30,-9.98,0.3,-11.28,-82.58,155
31,-9.98,0.3,-11.28,-82.58,160
32,-9.98,0.3,-11.28,-82.58,165
33,-9.98,0.3,-11.28,-82.58,170
34,-9.98,0.3,-11.28,-82.58,175
35,-9.98,0.3,-11.28,-82.58,180
36,-9.98,0.3,-11.28,-82.58,185
37,-9.98,0.3,-11.28,-82.58,190
38,-9.98,0.3,-11.28,-82.58,195
